MMSI,Port,YearMonth,anchor_hours,berth_hours,manoeuvre_hours,transit_hours,unknown_hoteling_hours,total_mode_hours
636091196,Houston,2023-08,0.0,0.0,0.0,0.9666666666666668,0.0,0.9666666666666668
636091782,Houston,2023-08,0.0,8.768055555555556,0.15,5.897777777777778,0.0,14.815833333333334
636091878,Houston,2023-08,0.0,0.0,0.0,3.405277777777778,0.0,3.405277777777778
636091971,Houston,2023-08,0.0,0.0,0.0,8.83,0.0,8.83
636092036,Houston,2023-08,0.0,0.0,0.0,3.3772222222222226,0.0,3.3772222222222226
636092426,Houston,2023-08,0.0,0.0,0.0,0.5994444444444444,0.0,0.5994444444444444
636092427,Houston,2023-08,0.0,26.9325,0.3588888888888889,4.013611111111112,0.0,31.305
636092679,Houston,2023-08,0.0,42.72416666666667,0.5027777777777778,0.3783333333333333,0.0,43.60527777777778
636092935,Houston,2023-08,0.0,25.99972222222222,0.3027777777777777,0.9611111111111112,0.0,27.26361111111111
636092976,Houston,2023-08,0.0,51.297222222222224,0.4969444444444444,1.0552777777777778,0.0,52.84944444444445
636093082,Houston,2023-08,0.0,29.47722222222222,0.5366666666666666,0.7391666666666666,0.0,30.75305555555555
636093111,Houston,2023-08,0.0,0.0,0.0,3.372777777777778,0.0,3.372777777777778
710003752,Houston,2023-08,0.0,51.630833333333335,0.3244444444444444,1.386111111111111,0.0,53.34138888888889
205097000,Houston,2023-09,0.0,0.0,0.0,3.669722222222222,0.0,3.669722222222222
205283000,Houston,2023-09,0.0,0.0,0.0,3.505277777777778,0.0,3.505277777777778
205691000,Houston,2023-09,0.0,0.0,0.0,9.258611111111112,0.0,9.258611111111112
209087000,Houston,2023-09,0.0,38.8175,0.4383333333333333,0.5369444444444444,0.0,39.79277777777778
209615000,Houston,2023-09,0.0,68.34027777777779,0.6391666666666667,0.7305555555555555,0.0,69.71000000000001
210147000,Houston,2023-09,0.0,0.0,0.0,9.03111111111111,0.0,9.03111111111111
210367000,Houston,2023-09,0.0,28.760555555555555,0.1486111111111111,0.9222222222222222,0.0,29.83138888888889
210499000,Houston,2023-09,0.0,14.078333333333331,0.4672222222222222,0.7836111111111111,0.0,15.329166666666667
210749000,Houston,2023-09,0.0,12.840833333333334,0.2752777777777778,0.9308333333333332,0.0,14.046944444444446
212557000,Houston,2023-09,0.0,11.769166666666669,0.2880555555555555,0.7919444444444445,0.0,12.849166666666669
215071000,Houston,2023-09,0.0,0.0,0.0,3.5588888888888888,0.0,3.5588888888888888
215307000,Houston,2023-09,0.0,0.0,0.0,6.372777777777777,0.0,6.372777777777777
215436000,Houston,2023-09,0.0,44.67277777777778,0.2080555555555555,0.9566666666666668,0.0,45.8375
215466000,Houston,2023-09,0.0,63.547777777777775,0.3025,1.5530555555555556,0.1144444444444444,65.51777777777778
215487000,Houston,2023-09,0.0,0.0,0.0,3.6969444444444446,0.0,3.6969444444444446
215923000,Houston,2023-09,0.0,0.0,0.0,3.405,0.0,3.405
215940000,Houston,2023-09,0.0,0.0,0.0,3.5644444444444443,0.0,3.5644444444444443
215989000,Houston,2023-09,0.0,0.0,0.0,3.821111111111111,0.0,3.821111111111111
219000034,Houston,2023-09,0.0,53.21,0.2336111111111111,1.0975,0.0,54.54111111111111
219028015,Houston,2023-09,0.0,0.0,0.0,3.578333333333333,0.0,3.578333333333333
219030706,Houston,2023-09,0.0,0.0,0.0,3.516388888888889,0.0,3.516388888888889
